10	393.1544885
10.1010101	375.2769045
10.2020202	358.211499
10.3030303	341.9213388
10.4040404	326.3711688
10.50505051	311.5273353
10.60606061	297.3577131
10.70707071	283.8316365
10.80808081	270.9198323
10.90909091	258.594357
11.01010101	246.8285357
11.11111111	235.5969051
11.21212121	224.8751579
11.31313131	214.6400903
11.41414141	204.8695519
11.51515152	195.5423976
11.61616162	186.6384421
11.71717172	178.1384159
11.81818182	170.0239239
11.91919192	162.2774055
12.02020202	154.8820965
12.12121212	147.8219929
12.22222222	141.0818163
12.32323232	134.6469811
12.42424242	128.5035625
12.52525253	122.6382667
12.62626263	117.0384021
12.72727273	111.6918517
12.82828283	106.5870474
12.92929293	101.7129444
13.03030303	97.05899783
13.13131313	92.61513971
13.23232323	88.37175741
13.33333333	84.31967286
13.43434343	80.45012282
13.53535354	76.75473997
13.63636364	73.225535
13.73737374	69.85487943
13.83838384	66.63548929
13.93939394	63.56040951
14.04040404	60.62299913
14.14141414	57.81691714
14.24242424	55.13610906
14.34343434	52.57479409
14.44444444	50.12745304
14.54545455	47.78881667
14.64646465	45.55385483
14.74747475	43.41776597
14.84848485	41.37596734
14.94949495	39.42408568
15.05050505	37.55794836
15.15151515	35.77357514
15.25252525	34.06717034
15.35353535	32.43511544
15.45454545	30.87396223
15.55555556	29.38042633
15.65656566	27.95138112
15.75757576	26.58385213
15.85858586	25.27501171
15.95959596	24.02217415
16.06060606	22.82279099
16.16161616	21.67444675
16.26262626	20.57485481
16.36363636	19.52185348
16.46464646	18.51340227
16.56565657	17.5475782
16.66666667	16.62257212
16.76767677	15.73668504
16.86868687	14.88832427
16.96969697	14.07599938
17.07070707	13.29831798
17.17171717	12.55398103
17.27272727	11.84177792
17.37373737	11.16058098
17.47474747	10.50933969
17.57575758	9.887074322
17.67676768	9.292869248
17.77777778	8.725865828
17.87878788	8.185255054
17.97979798	7.670270005
18.08080808	7.180178281
18.18181818	6.714274555
18.28282828	6.271873414
18.38383838	5.852302662
18.48484848	5.454897247
18.58585859	5.078993956
18.68686869	4.723926996
18.78787879	4.389024551
18.88888889	4.073606361
18.98989899	3.776982332
19.09090909	3.498452139
19.19191919	3.237305756
19.29292929	2.992824808
19.39393939	2.764284621
19.49494949	2.550956824
19.5959596	2.352112361
19.6969697	2.167024754
19.7979798	1.994973479
19.8989899	1.835247332
20	1.687147668
